Y,MLR_YH,ANN_YH,GWR_YH,GWANN_YH,GNNWR_YH,AGWNN_YH,AGWNN_NR_YH
4.131203989,4.779582415,4.739301027,4.044639336,4.166167197,4.116507598,4.092352746,3.851644747
4.014264976,3.939603063,3.986324551,3.819080879,3.857773098,4.113616091,3.870514027,3.920622192
5.450120187,5.367104872,5.296038362,5.315661219,5.258290851,5.482307153,5.636042292,5.441530513
4.464427439,3.909381405,3.95255271,4.536679287,4.453408042,4.636760858,4.730218022,4.636013343
2.753573972,2.81738594,2.695793621,2.922900215,2.901522331,2.983361918,2.79713871,2.840252328
5.105486557,4.761704294,4.724366812,4.884456633,4.775410067,5.197339845,4.899560212,5.084039546
3.959807765,3.917412028,3.966451052,3.974362902,3.941543942,4.170619202,3.974599957,3.691232841
4.700828845,5.061428375,4.997311614,4.844073147,4.830518536,4.877969931,4.890609885,4.427481256
3.197756706,3.420719194,3.470911105,3.213585436,3.209565284,3.347006445,3.162022977,2.962807215
2.260361683,2.685597363,2.47127739,2.436256971,2.226193673,2.227768278,2.447751436,2.425906392
4.01243773,5.836698002,5.824260358,4.189104932,4.347624671,4.280704213,3.994754515,3.897103299
5.099199972,6.204369427,6.346335546,4.640605672,4.751318325,5.085223339,4.905300164,4.719151466
4.039758564,4.106056536,4.140000925,3.999264069,3.979615191,3.926567915,4.054876463,3.95895359
4.166530275,4.142764902,4.171732731,3.994116071,3.923338159,4.159760052,4.032800093,3.902535875
4.170360409,4.861018478,4.810519423,4.12101658,4.086055334,4.214807875,4.367295932,3.94688768
4.465482758,3.885891419,3.928426447,4.385793233,4.317779543,4.685022101,4.646591728,4.16362991
5.25782854,5.437970007,5.370021628,5.326132466,5.248540435,5.089789952,5.182584254,5.113943956
3.959984328,4.813379629,4.766301386,4.194937411,4.162127225,4.03722664,4.14489541,3.727666658
2.619062459,2.985972866,2.944046743,2.748372161,2.645827251,2.71237898,2.744897409,2.729965995
3.960942674,4.484687608,4.476833197,3.938589598,4.018492535,3.953499479,3.935392942,3.728885549
5.590409052,5.881309687,5.877516574,5.474663593,5.499253828,5.517878642,5.714901473,5.596781468
5.582266552,5.3002691,5.233326194,5.347248188,5.262777013,5.740563283,5.864475893,5.573532864
3.685133861,3.342832132,3.384099571,3.524263977,3.566714554,3.844044474,3.624024271,3.689998195
5.535794963,4.631823483,4.609105959,5.347573371,5.193893739,5.4851712,5.588292183,5.68824697
4.617326373,3.754459501,3.805503303,4.586835754,4.507020988,4.798189974,4.792217982,4.604482751
5.072543453,4.199343947,4.223967374,4.747349764,4.635035945,4.972470907,4.679350341,4.865623816
3.378960751,3.105036896,3.102280734,3.454075313,3.415524923,3.680414819,3.470768651,3.328585117
5.520554506,5.52032706,5.455622667,5.621805922,5.540115161,5.704479392,5.773115116,5.524784586
5.356199796,5.355834977,5.284222155,5.373720621,5.318177682,5.269727422,5.286300479,5.28486541
4.001386437,4.369630658,4.372664343,3.907385537,3.916157172,3.706663785,4.064497907,3.957311203
4.538049517,5.596654815,5.541354683,4.42903249,4.458076816,4.428759417,4.388304433,4.241669157
4.161287306,4.279783911,4.296199783,3.964573893,3.978089006,3.695746925,4.079699295,4.075549365
5.010014732,4.867252537,4.823960216,5.102503093,5.051738931,5.050644653,5.171868871,4.778797382
4.766768049,4.510267805,4.49937769,4.425899535,4.35255694,4.643150286,4.587930134,4.557632544
5.027333277,4.391573478,4.395964616,4.774437111,4.723947228,4.916580281,4.896118326,4.664667338
2.96115113,3.429452355,3.472794515,3.136880921,3.120942295,3.130104963,3.05342465,2.947115375
5.920045602,5.986421812,6.01774541,6.061017823,6.099796642,5.992979468,6.091166192,5.85075055
4.757165466,4.906695753,4.854255969,4.681672455,4.630464899,4.659885569,4.749539736,4.5120341
3.244390761,3.143515176,3.147023641,3.081870614,3.048590951,3.184133478,3.062704058,3.028494461
2.878142815,3.035523404,3.012253444,2.934543695,2.872673165,2.920846038,2.869031473,2.811856691
2.845956842,3.04623886,3.02226428,2.973038206,2.939347643,2.800386591,2.814534586,2.907874211
3.560990821,3.41516277,3.460037382,3.470377952,3.520338357,3.320647572,3.408437321,3.509224393
4.786556403,4.829043451,4.780955307,5.051262955,4.955694786,5.005897874,4.876685001,5.06570395
4.787499028,4.704519698,4.667170679,4.899022108,4.859583977,4.999683038,4.712051524,4.987983031
4.965875397,4.684274832,4.64947326,4.950553469,4.921984862,5.178356304,4.844571465,4.964658549
4.691094403,4.658080071,4.624420729,4.796852315,4.797365681,5.0587529,4.798146188,4.350388653
4.801952286,4.583143725,4.558348929,4.804540324,4.761495905,4.979034452,4.93261779,4.727562228
4.881717255,4.397620965,4.400388389,5.039421391,4.927846293,5.021942585,4.996032716,4.678162227
4.363945657,4.037626333,4.075761218,4.506365714,4.481843944,4.423324995,4.445188549,4.208718134
3.258504028,3.618810043,3.677532845,3.248475122,3.177860168,3.0565434,3.193394599,3.054283997
3.111882365,4.266030181,4.276588347,3.517662741,3.434470886,3.005284739,3.187259725,3.133118334
4.20191453,5.049512904,4.985915703,4.086071709,4.03485607,3.983763716,3.989422225,3.993621091
3.957785481,3.362195169,3.406178122,3.775318285,3.775013834,3.979585787,3.912993406,3.816291247
5.495549697,5.31769609,5.25047119,5.539815684,5.502501294,5.69669705,5.915676492,5.454503964
3.088892478,3.049027824,3.028270544,3.117600754,3.068317764,3.394508306,3.098242261,3.109317181
5.431552678,5.372200221,5.30111528,5.247202547,5.218335481,5.425952979,5.31954092,5.288032765
5.54442835,5.436245351,5.366879671,5.390252474,5.343375017,5.45370697,5.468322414,5.357843013
5.468724626,5.494378322,5.42790345,5.4622374,5.420828069,5.366871275,5.546939453,5.35861058
4.071211342,4.010985468,4.051895698,4.028922581,4.031892131,4.297779444,4.020423483,4.04220291
4.949157726,4.905960181,4.859514884,4.980097924,4.932006446,5.170563935,4.965828582,5.076941226
5.77997612,5.537898837,5.474927433,5.740763612,5.703059224,6.006631294,5.671467273,5.802789823
4.831037746,4.31626847,4.32588382,4.626283539,4.56862688,4.687799301,4.645841631,4.890583714
3.345279647,3.316211835,3.347598513,3.238020439,3.362485366,3.301828637,3.198552295,3.319649634
6.936408293,5.679455001,5.632427271,6.611608377,6.686554796,6.903589586,6.948943238,6.574136506
5.640490475,4.452312257,4.449955538,5.715332595,5.483892284,5.682859328,5.861801518,5.949654062
6.37539227,5.332803818,5.261059297,6.10288412,6.112052263,6.055120053,6.378452694,6.297478758
5.227805845,4.414379657,4.415347753,5.363409041,5.251394896,5.331301439,5.295624102,5.176499371
5.708950686,4.999528783,4.941221563,5.561508665,5.46547738,5.59086963,5.667224556,5.573493549
3.914291423,3.389234813,3.435842611,3.815047064,3.814722204,3.86008826,3.86822971,3.844773035
2.699019908,2.926829759,2.861238548,2.724321978,2.633979412,2.925307894,2.682823009,2.777030972
4.245657277,4.954311035,4.899378365,4.048658952,4.107790228,4.125480934,4.188344918,4.151350287
3.156275312,3.608202856,3.66187812,3.208220128,3.148533788,3.110107516,3.069528729,3.174011085
5.892196284,6.001742127,6.040138981,5.610322535,5.689648182,5.666140459,6.007181616,5.7689747
3.667423245,4.688431622,4.651883186,3.860808764,3.877317896,3.822170988,3.827475218,3.614287882
5.022931073,4.437374445,4.435473198,4.562130032,4.558721988,4.760046798,4.922925567,4.814582016
5.573424503,5.018763869,4.961642903,5.459153784,5.376957143,5.743130786,5.800018601,5.514026405
5.213363427,5.204719698,5.134359051,5.098428388,5.078924653,5.251248553,5.202735765,5.172502713
3.934073051,4.324398396,4.328102282,4.01623898,4.067730717,4.087515886,4.098290877,3.975564324
4.173022151,4.177695157,4.201060541,4.043367048,4.072663794,4.451025239,3.996687175,4.188978979
4.580850157,4.534571709,4.52012636,4.508578154,4.490352082,4.650251455,4.52747927,4.771075022
4.295509228,4.336907978,4.339899357,4.448794517,4.449225171,4.518223731,4.356549429,4.238679308
4.939297687,4.404877308,4.404821283,4.748686819,4.692336472,4.90967622,4.658057287,4.846913879
3.303859995,3.164345295,3.1707029,3.09765154,3.205479023,3.203697458,3.081554783,3.201472399
6.148508328,5.149696221,5.081584138,6.127081574,5.887380459,6.257434293,6.119505405,6.333876978
4.756348478,3.677814333,3.736443659,4.506848292,4.485589412,4.741465038,4.813349826,4.613973623
5.857377404,4.745480989,4.710920582,5.677303433,5.54895919,5.682834244,5.799305595,5.907686805
5.823054502,5.348016117,5.276400486,5.89610168,5.901114934,6.058492326,6.129998621,5.772906154
5.290657611,4.885854952,4.835310083,5.382191338,5.296556654,5.4330555,5.444119784,5.275590893
5.992342355,5.70743078,5.668903332,6.12217094,6.142653653,5.919492134,6.151462611,5.969021237
3.291011324,4.295304685,4.309969322,3.217682561,3.378530704,3.483063124,3.372942422,3.194809065
3.555395164,3.929699425,3.970124336,2.885201361,3.190233117,3.602563333,3.530364172,3.571433953
5.065426864,5.945464137,5.962166432,4.950580916,5.071672755,4.886250085,5.205000416,5.034489985
3.553726822,4.210902209,4.225549399,3.53548459,3.567277751,3.619914327,3.4950003,3.518144278
5.261752247,5.275765492,5.205267975,5.105760272,5.080314283,5.054880686,5.360559112,5.286650996
4.156911474,4.335628862,4.339100041,3.991998066,4.021252992,4.085973194,4.125163773,4.019415563
3.824865005,3.350743804,3.391396823,3.64514272,3.660272715,4.352183299,3.846286193,3.766665893
5.513851806,5.651581445,5.601608283,5.550683504,5.543695183,5.621281343,5.684782987,5.526333582
3.844786796,4.208719774,4.232617397,3.778847283,3.889708047,4.102650516,3.765472181,3.736413929
3.463308784,3.656528054,3.714091271,3.350425232,3.387552498,3.611728837,3.340389264,3.435151372
4.032150282,4.370347174,4.377050667,3.919419133,3.973754396,4.291218164,4.076377429,4.056593208
3.83601444,3.969485741,4.004489398,4.025168074,4.064549362,3.973534623,3.974592666,3.808452173
3.083277908,3.020683413,2.991209272,2.888353801,2.858623741,3.174919139,3.016123211,3.004790555
5.171401544,4.750996223,4.71168756,5.308356721,5.215904934,5.251353947,5.104230535,5.07496949
4.152083661,3.520995678,3.57673684,3.866616128,3.967759769,4.118720003,4.1854297,4.145765001
6.855269019,5.998564548,6.038860257,6.694214772,6.933737401,7.025044816,7.098386235,6.607833069
4.996995524,4.293575866,4.308182512,4.890084153,4.824399779,5.013567499,5.092038909,4.94973506
2.941286471,2.960800611,2.90969504,2.926324581,2.903467277,3.148431655,2.848452182,2.976800279
4.447516185,4.14965493,4.171744837,4.505921058,4.489928308,4.46645454,4.477360293,4.275620397
3.079375287,2.98177854,2.937002557,3.044619157,3.01491362,3.292289027,2.999843346,3.088751657
2.846247802,4.714271685,4.684523053,3.019963089,3.2302258,2.921435821,2.626650499,2.913813528
3.197479077,5.075587754,5.016669224,3.496084422,3.656503026,3.195230467,3.113903345,3.143297635
3.407489028,3.995720807,4.038923425,3.332821981,3.373945766,3.329165004,3.360910064,3.397407656
3.786253609,3.860656036,3.912743536,3.724789013,3.660381134,3.725548471,3.742817085,3.768282091
4.076776757,3.804381942,3.852890544,4.128909378,4.052711274,4.147539902,4.272715735,3.947074754
4.325229981,3.735385579,3.78541141,4.150558969,4.110570978,4.249242624,4.444677492,4.146804424
5.640464887,5.838197285,5.822770327,5.547022263,5.597534045,5.656351188,5.772650172,5.540646814
4.138837393,4.493794234,4.486258909,4.084072544,4.178845456,4.384656901,4.167801695,3.965094591
2.590009913,3.208946355,3.226449479,2.762479055,2.650408753,3.056366617,2.630396182,2.72183534
2.555043503,3.625406431,3.677428725,2.746259335,2.746130044,2.985365079,2.625119281,2.608243099
3.977632434,4.428110418,4.42430533,4.062503099,4.061835596,3.946857884,3.952082622,4.020599944
3.905615832,3.903153816,3.9445181,3.870961084,3.956537339,3.889034521,4.002687659,3.916628259
2.65440882,2.950240918,2.893360321,2.687023879,2.601136322,2.893394263,2.768469281,2.896008873
4.480398482,4.098347656,4.126425894,4.412396009,4.469043725,4.368083856,4.451794831,4.298546962
6.225909239,5.670050977,5.621652797,6.275828426,6.273596018,6.229065837,6.169703871,6.201520464
5.295764941,4.808196614,4.770167314,5.415110476,5.309344417,5.338544395,5.293469201,5.270398039
5.401041141,4.797985678,4.758732408,5.289933869,5.20296529,5.156499726,5.304172233,5.434613189
4.236214166,4.33321677,4.344003314,4.45962009,4.496796541,4.344352114,4.298221305,4.071611715
4.128799691,4.309437947,4.322636667,4.307721789,4.305950888,4.132612883,4.017340492,4.201097838
4.050431202,3.743002851,3.793952946,3.936198263,3.95408326,3.891398706,3.98286414,4.044164318
2.971572175,4.109012611,4.133135293,3.019275371,3.016081234,2.943182146,3.188469639,2.930989773
3.317928794,4.929774581,4.874262419,3.435062467,3.403911139,3.15542861,3.25405559,3.322427929
2.858830995,3.820936795,3.875297637,3.202565745,3.186918092,3.030839585,3.044550435,2.930903198
3.039962138,3.244190947,3.272847054,3.161619697,2.97331155,2.987859917,3.128036586,3.033061509
4.29615528,4.321447794,4.33262355,4.381300673,4.328854584,4.199931932,4.299989172,4.052284394
3.948141364,3.969000133,4.014464836,4.030316658,4.011039638,3.994723641,4.04226113,3.866834732
3.632755872,3.773598458,3.822877635,3.639640902,3.636075681,3.692284313,3.619084698,3.540809952
3.173775961,3.320524729,3.358770203,3.207642505,3.150782892,3.242937471,3.191992454,3.139984659
4.659257227,5.933390541,5.945693118,4.913405323,5.078256229,4.350107056,4.752579587,4.423187707
2.642945112,4.260397732,4.276659341,2.836726493,2.930508888,2.607962514,2.558864009,2.548919521
3.966022906,5.450668305,5.382011147,4.396416174,4.322522205,3.97057832,4.030226385,3.973086023
2.636902946,3.736735722,3.788873524,2.931748141,2.937156598,2.872527074,2.931253307,2.753602622
3.481595314,3.693676799,3.751061061,3.317650182,3.42063279,3.600512308,3.621317461,3.223509762
5.77411937,5.56869113,5.515434629,5.806479926,5.733320817,5.947497024,5.782511305,5.879717828
3.110109666,3.044125642,3.023832229,3.086592944,3.115011616,3.227687987,3.200221641,2.964390098
6.076865635,5.462716505,5.395002004,6.001753718,5.928332602,5.888099554,5.842827333,5.925889696
5.315497953,5.176503332,5.107020239,5.729284206,5.592462774,5.343295131,5.498201271,5.361308566
2.446873333,3.004332881,2.967561134,2.761301024,2.6992525,2.850813973,2.416583615,2.676615349
4.148712018,4.014574343,4.051050546,4.085141086,4.124355833,4.026199571,3.915404383,4.275844736
3.850186889,4.298444535,4.312335311,4.071772295,4.09404888,4.070930986,3.891235448,3.959767705
2.609602294,4.25986791,4.278514805,3.004300151,3.043355461,2.72062494,2.62955292,2.668040677
3.10032929,4.886934039,4.837425419,3.38918611,3.440103803,2.997885988,2.940074131,3.005417705
2.760002433,3.396377519,3.44488546,3.014257788,2.96023891,2.913860392,2.674310307,2.701402188
4.588970969,5.037225205,4.981213342,4.713269685,4.634341744,4.345134269,4.559133464,4.467930292
4.275935461,4.76763456,4.725233119,4.462376033,4.462022897,4.319621443,4.64532183,4.38823762
3.838288294,3.989152787,4.024277884,3.834435378,3.811332525,3.915314723,3.885352976,3.76782713
4.461107595,4.635764814,4.608069104,4.522691465,4.489652747,4.35867557,4.313014691,4.50937026
3.816303232,4.3780898,4.382123033,3.807028119,3.920885368,3.969965757,3.836275799,3.741232184
2.798568365,3.037743877,3.013312668,2.814701104,2.757749514,2.960585801,2.927207951,2.714769224
2.444825782,3.183159137,3.199717031,2.703997069,2.646515607,2.658084693,2.588059524,2.491243011
2.516792866,4.173172803,4.198099756,2.88520919,2.938325761,2.616622348,2.716342365,2.56545017
4.113985052,4.613764095,4.590604746,4.401153322,4.336085408,4.220391755,4.48749317,4.066393955
4.877192246,4.948877583,4.895799406,4.884014071,4.813592,4.836600198,5.098004973,4.956927174
2.584648618,2.830383647,2.714385216,2.835075114,2.708584911,2.690492501,2.953530742,2.799096943
6.283860097,5.99964444,6.037384738,6.480467345,6.657761673,6.64540484,6.555528949,6.230664275
3.390669908,3.141362201,3.142983127,3.343308684,3.368226926,3.360052626,3.560571548,3.401203305
4.897703021,4.5077447,4.498929973,4.781645256,4.751563205,4.837921625,4.891292573,4.872012032
4.337964049,4.698055066,4.669829829,4.491998642,4.541616502,4.558822487,4.409655403,4.431479593
3.489962523,3.212548453,3.230180236,3.289431489,3.298198835,3.675236897,3.338446804,3.541447345
4.680645078,5.551569124,5.489472609,5.167313981,5.185875236,4.989228948,4.565283989,4.717486431
4.205256804,6.255341902,6.434215262,4.034566812,4.183602515,3.909481108,4.153543208,4.189084188
2.989677633,4.038673593,4.078124319,3.353038922,3.381269629,3.067137284,2.940880681,2.836267469
3.847747303,4.731627591,4.696486375,3.949336123,3.924675873,3.787314884,3.947627033,3.792360805
4.155635711,4.435661515,4.432683699,4.158108322,4.159537458,4.147890535,4.20605573,4.080220185
5.029885785,5.120935884,5.053780106,5.053277177,5.029643838,4.929963409,4.981583609,5.136881464
5.86759186,5.54000392,5.484423145,5.781972295,5.80931879,5.857532887,6.00296136,5.820512358
6.212267471,6.052493811,6.110932647,6.2811635,6.303339258,6.13329705,6.218888189,6.11431116
4.588892673,4.841627496,4.80056553,4.56810521,4.556901639,4.737161944,4.706366666,4.547155401
5.00344974,5.685444389,5.642596823,5.252326521,5.288724644,4.98672705,5.080828423,4.934931538
2.717931594,3.78086703,3.82869791,2.8462535,2.835875553,2.96220741,2.948041567,2.679237125
2.757066311,2.867789323,2.771350044,2.646026347,2.57759849,2.677145219,2.783383921,2.751830662
4.192394729,4.046360164,4.07567652,4.227104107,4.297676498,4.166013947,4.382895802,3.991526643
4.163823883,4.186484108,4.210439103,4.156111964,4.210609311,4.395169455,4.436742045,4.11317966
4.011642506,3.518886233,3.574737182,3.781791426,3.855975388,3.986073442,4.116123924,3.922971648
5.999344055,5.049227848,4.991292559,5.915963024,5.730274094,5.885823962,5.951216418,6.196659889
6.42696523,5.622074251,5.568627998,6.413104941,6.402675627,6.58166959,6.532365485,6.411980218
5.897051395,5.36831415,5.296893286,6.069619329,6.004631008,5.854548668,6.04322119,6.025895845
6.092533903,5.901210656,5.904020176,6.162402459,6.267237954,6.042118083,6.200389274,6.059969173
5.406218457,5.585910218,5.527606874,5.610356343,5.603807125,5.505654947,5.328403233,5.463956369
5.070813912,5.176056667,5.106709766,5.096643856,5.049206046,5.301876123,4.950683213,5.130546725
3.53161524,4.148884233,4.175095705,3.620339667,3.692107605,3.708180567,3.624461135,3.483405621
4.191528127,4.804010763,4.766193454,3.956688524,4.025944422,4.234710376,4.136604669,4.075789785
3.152731648,3.363078081,3.407699484,3.421330381,3.326966109,3.292393641,3.181224678,3.180421839
3.714958848,3.758885952,3.810808186,3.722409381,3.665473963,3.7151578,3.631534716,3.672694146
5.576888142,4.860567931,4.815404012,5.328816272,5.24771347,5.319782705,5.469586824,5.51288902
4.39479308,4.102254459,4.130140034,4.351156749,4.330161986,4.370850892,4.284436264,4.321893888
5.943954552,5.359783716,5.288612863,5.739017229,5.655652619,6.02587949,6.059182434,5.995206933
4.369520048,3.910011191,3.956958437,3.979840511,4.071606173,4.471150915,4.502701608,4.060661587
4.891430373,4.679529564,4.650651642,4.748477425,4.722665425,4.839450097,4.775431603,4.978246673
4.073228809,3.952365061,3.996430364,3.967053383,4.037834401,4.05184681,3.982729941,3.877193511
4.376767319,4.424503363,4.415596736,4.731211077,4.772423082,4.450720599,4.654845192,4.298033365
5.576731502,5.215836969,5.146132404,5.41551189,5.431548477,5.457150884,5.599520335,5.615340979
4.272358163,3.873952286,3.916587921,4.315393476,4.338816393,4.303738791,4.435807806,4.20417496
3.370805348,3.000956768,2.963770031,3.17832698,3.263681462,3.392858897,3.523096575,3.397228456
3.747680052,3.141193661,3.144642362,3.508663951,3.65002676,3.879023763,4.152821762,3.768324493
6.761492577,5.241565968,5.170727438,6.345680646,6.218728032,6.635112727,6.436639073,6.511545612
5.168467401,4.289571929,4.301671089,5.28586048,5.154594691,5.366223014,5.241127325,5.332212367
5.42694843,4.733479832,4.701503153,5.232578938,5.153929126,5.484225871,5.426424728,5.598836961
4.188821224,4.447063216,4.442365876,4.522841675,4.566030888,4.474297395,4.371851679,4.414686023
6.050910447,5.861357395,5.852539715,5.962622126,5.963149521,6.179868354,6.098184745,6.016214995
3.508081468,3.925205462,3.970088398,3.622711252,3.624586231,3.707767113,3.644721422,3.480896553
3.484087024,3.619017348,3.673991441,3.560543066,3.52071965,3.356043118,3.351697903,3.331486539
3.849372128,3.533295724,3.584721994,3.842545828,3.746195424,4.075038343,3.915179917,3.721939909
5.204128447,4.599145418,4.580555493,5.319429479,5.179572252,5.313217649,5.173754294,5.186664281
3.733929034,3.698271274,3.746408,3.852420605,3.848207739,3.99283984,3.845703939,3.750239252
6.096202733,5.054446267,4.99114107,5.78836875,5.684228743,6.008554539,5.930347071,6.053707152
3.220420993,3.226121703,3.244033861,3.352046481,3.429187386,3.297227719,3.082991964,3.16747057
4.379996665,3.596173228,3.651477592,4.001337393,4.048065036,4.366593839,4.284629786,4.189593267
3.800115143,3.550511131,3.603563372,3.855033387,3.868125307,3.880065804,3.711017775,3.878412846
6.053861584,5.944805604,5.961185248,6.186075557,6.242174427,6.185431396,6.023291163,6.051386808
5.626004251,5.253699366,5.184450857,5.579989851,5.531844363,5.51529146,5.492132379,5.641163582
3.149898131,3.012913456,2.976433254,3.231707355,3.224821693,3.132160861,3.100730069,3.452668735
4.601080466,3.908545678,3.952556939,4.509098541,4.528586422,4.631338569,4.570668264,4.246178516
5.772370773,4.705917673,4.671478021,5.819311036,5.650062952,5.779751433,5.878836281,6.171319564
7.120284736,5.754152316,5.722140369,6.840273879,7.182089438,7.106158706,7.179858749,6.813952158
6.103161994,4.625827169,4.604756422,6.025286087,5.767147742,6.071872209,6.155358147,6.2693762
5.967576324,4.563604425,4.549054121,5.774258292,5.559803566,6.012378709,5.93115845,6.161718874
6.632665458,5.596505169,5.539750452,6.397965067,6.43222667,6.848474549,6.870986484,6.505295303
5.538930524,4.704385056,4.671662211,5.574377907,5.440439319,5.624290264,5.486980249,5.669420865
4.144325047,3.782193943,3.83615161,4.232496404,4.257586389,4.2078367,4.212864253,4.19526823
4.145643518,4.029051956,4.06817861,4.19389427,4.125072239,4.244428846,4.083641597,4.150045482
3.953003439,3.615155686,3.667250355,3.95148836,3.877518892,4.079761931,3.989919032,3.99692224
3.328629542,3.291205704,3.323369194,3.389521813,3.329962993,3.413797333,3.387625159,3.365450134
4.516339478,3.72200864,3.779935227,4.159093784,4.108910261,4.437271068,4.350294038,4.47086999
6.747441659,5.808037724,5.785423111,6.606799599,6.933778031,6.779465151,6.720500467,6.547251698
6.239744105,5.161688589,5.092835421,6.027976915,5.948220038,6.264585842,6.059034745,6.286228802
5.590178591,4.996085716,4.935744099,5.630027195,5.531591564,5.703358671,5.357308931,5.782231942
4.44960378,4.234434956,4.247332717,4.561489763,4.571901151,4.496778036,4.147213316,4.408336466
6.688996602,6.080973941,6.152811828,6.436678464,6.591720269,6.701239584,6.522832211,6.555765424
