Y,MLR_YH,ANN_YH,GWR_YH,GWANN_YH,GNNWR_YH,AGWNN_YH,AGWNN_NR_YH
4.419662675,3.384063237,3.366633434,4.083537312,4.125200811,4.530854557,4.331943265,4.183822123
4.304298998,3.766302313,3.704540208,4.087664736,4.119715296,4.239510646,4.182277464,4.11896431
2.980400634,2.714731623,2.838902009,3.132160112,3.025445749,2.975825102,2.977222823,3.075671938
4.908998737,4.9176472,4.988954569,4.932221866,4.897656329,4.89863102,5.015954967,5.134688451
4.757259524,4.755330184,4.804152248,4.731489404,4.716659708,4.626395838,4.632448666,4.807383044
3.606364472,3.921653533,3.914457792,3.462419904,3.566666105,3.462153402,3.584349589,3.649564282
4.028300155,5.006540413,5.095515337,3.872133793,3.953338911,3.869074705,3.826516108,3.893885688
3.641677071,3.835611925,3.777772775,3.511274772,3.645829649,3.60377253,3.587267078,3.667989393
5.2821574,4.342056914,4.361175942,5.177650627,5.068662427,5.234293019,5.146014137,5.352093574
4.143521238,4.021001779,3.970971901,3.923074298,3.931376379,4.040429361,4.30886218,4.253556535
4.818450344,3.932402953,3.88550251,4.546030037,4.515714062,4.741480891,4.724313548,4.92815793
2.630834924,3.050749325,3.073391898,2.817327625,2.681379712,2.391386333,2.666692767,2.750494417
5.449357567,5.450025564,5.558764685,5.528259252,5.419311165,5.418362553,5.699859957,5.59290574
3.99725948,4.351995419,4.341036663,3.929746974,4.018781484,4.023727321,3.943681618,3.902398386
2.887767577,2.760810914,2.874938497,2.71836771,2.731622939,2.759438083,2.738961464,2.728648071
2.563132869,2.628783758,2.785587886,2.641406521,2.569226824,2.48293058,2.438340895,2.583853695
2.580489727,2.630740168,2.788490037,2.735586251,2.592814979,2.579261526,2.528531877,2.67623375
3.094304146,3.040629468,3.062760722,3.089254596,3.071390739,2.958071028,3.062766984,2.976738618
4.17083775,4.274028156,4.258704981,4.338189823,4.352631861,4.074516673,4.184370815,3.981669878
4.27634518,4.166051068,4.140703824,4.247271658,4.295736985,4.219755387,4.226631566,4.016048014
4.379201769,4.150773951,4.121767925,4.341533121,4.396324637,4.351093867,4.450298894,4.34489752
4.359382599,4.124534286,4.097777139,4.266172655,4.319623385,4.309317643,4.474899412,4.416465335
4.38185811,4.06508529,4.028492217,4.22061683,4.297749493,4.387309317,4.509917587,4.416066703
4.266689664,3.942623622,3.914495142,4.264831336,4.290734865,4.205420439,4.299716463,4.19024284
3.730650494,3.635409317,3.591804295,3.823630397,3.875033458,3.796396951,3.828988663,3.800818362
2.885942824,3.251352885,3.225198788,2.775718224,2.839302447,2.896574995,3.000907116,2.7784011
2.734522336,3.803500532,3.747574653,2.947377469,2.943015773,2.647413382,2.701385546,2.793653848
3.530768537,4.47013994,4.477364284,3.386874709,3.444106073,3.353929526,3.512213444,3.437055601
3.487856532,3.002016613,3.036241138,3.466424004,3.486594032,3.419600015,3.634389291,3.54525309
5.816350294,4.73664295,4.796209256,5.589353753,5.452132577,5.926739568,5.815316648,5.916183998
2.757963105,2.638379329,2.791140031,2.758904068,2.668572259,2.514865552,2.730307636,2.776116495
4.654392088,4.769043105,4.819055011,4.550580155,4.513681279,4.575904654,4.710898714,4.510783526
4.744245846,4.832478879,4.891782565,4.683830847,4.632032353,4.681624669,4.767470916,4.545168491
4.646635992,4.892560927,4.961330668,4.727845809,4.695019339,4.683515739,4.614073207,4.671469241
3.496578212,3.61173557,3.564837693,3.428485289,3.540576321,3.616064619,3.727131362,3.473060786
4.40409365,4.375082125,4.397304414,4.317457588,4.322438063,4.539218724,4.605004753,4.413227233
4.964780865,4.933472548,5.005343949,4.99879806,4.890447002,4.86013293,5.032472463,5.014141751
4.049709566,3.85562216,3.794922634,3.918770036,3.975892956,3.985347268,4.166646745,3.909174187
2.947481922,2.933321884,2.987983515,2.887720925,2.877200869,2.761353041,3.098760222,2.95083469
6.598720365,5.083705707,5.173026085,6.151311119,6.204024825,6.393133963,6.300382303,6.304262893
5.211826107,3.982804046,3.938950215,4.978697194,4.999784965,5.11551669,5.28751555,5.154579878
5.704345867,4.735743764,4.782803337,5.608033769,5.554911133,5.741772113,5.602121922,5.572608685
4.798214673,3.956828986,3.930240324,4.68775237,4.666526327,4.84279132,4.842950047,4.771623992
4.898774516,4.438842178,4.443208033,4.811419958,4.819508148,4.940402309,4.988790579,4.837044322
3.36287181,3.021937819,3.045244268,3.327123472,3.328340239,3.133342587,3.360992466,3.340200313
2.492063334,2.487435771,2.706293925,2.46910319,2.423949435,2.412080894,2.65426518,2.566330771
3.621083184,4.399349806,4.397617358,3.469012312,3.587039532,3.516247148,3.435372669,3.71143103
2.784623661,3.230051519,3.211052139,2.76629313,2.696694779,2.537394343,2.80344205,2.913576201
5.654616588,5.473478241,5.583524358,5.436904142,5.37337817,5.704676128,5.461456952,5.633684011
3.176298701,4.150206088,4.125973864,3.208786342,3.24240105,3.088766945,3.377296298,3.174207931
4.362999509,3.962981791,3.909046007,4.056914579,4.124666693,4.370054769,4.267672547,4.286903878
5.372949084,4.464716657,4.482863199,4.968787416,4.9650429,5.290945727,5.224918881,5.511731032
4.395179934,4.612985987,4.640514295,4.354315977,4.353794732,4.45356778,4.415686163,4.274666089
3.382238393,3.850909352,3.797983655,3.407656288,3.439415909,3.51214135,3.263517042,3.467548517
3.6652221,3.757220028,3.728951541,3.499151271,3.591457806,3.578210147,3.684087996,3.691397148
3.870488604,4.038552973,3.99006925,3.821822529,3.870470377,3.759763363,3.741147207,3.934767644
3.727464815,3.862654533,3.808965893,3.832090088,3.823860166,3.728297837,3.928095999,3.626929734
4.152935059,3.929944683,3.873131785,4.054827105,4.078635502,4.087901716,4.212202767,4.03404226
2.931904508,2.76868472,2.875067637,2.764305772,2.724809152,2.537511494,3.123775591,2.908561296
5.432062784,4.566745519,4.588125463,5.423129338,5.375011279,5.586593434,5.583598257,5.816045525
4.125264998,3.311055569,3.279951831,3.8054921,3.921846972,3.905946939,4.117680273,3.838636077
5.161040947,4.226124991,4.204813695,5.04673399,5.007368831,5.148923883,5.205192434,5.281442272
5.187706318,4.746685693,4.7938088,5.407519023,5.253273112,5.460849696,5.577357874,5.180485694
4.593471993,4.334573745,4.321185412,4.671585237,4.669269268,4.664193447,4.881785604,4.494021923
5.253923357,5.128306851,5.230631541,5.33404693,5.353043485,5.339498223,5.361429771,5.366747968
2.863728043,3.848014618,3.78997316,2.880088536,2.96177688,3.042856305,3.063459747,2.808138829
3.146299929,3.541543207,3.523425114,2.744484794,2.832030345,3.065908508,2.99993311,3.071203302
4.2796424,5.398211733,5.507414371,4.421655641,4.46383631,4.407688536,4.085450204,4.383362697
3.096067563,3.754209185,3.700255247,3.07625554,3.058846604,3.054747886,3.162352675,3.070146491
4.62553415,4.687592779,4.730814225,4.583585523,4.604575585,4.744112557,4.594845906,4.540002207
3.525001764,3.862311978,3.807933789,3.367096794,3.426315903,3.389390417,3.626254352,3.49916096
3.361712723,2.990420736,3.03266311,3.400089728,3.318938381,3.597016922,3.425088952,3.426344819
4.722562039,5.060837657,5.152992555,4.810625555,4.826729053,4.496304344,4.754422405,4.793294644
3.250344397,3.776030179,3.716496213,3.31113633,3.386469291,3.161398724,3.399409796,3.118277156
3.027461136,3.283218048,3.251737654,2.946030895,2.952451758,2.764241811,3.022933713,3.003085122
3.427176589,3.913524374,3.8630776,3.401473762,3.466904709,3.465488865,3.447679384,3.332299139
3.372125081,3.546765872,3.498696382,3.543466791,3.526749639,3.508217027,3.791055154,3.478713154
2.734346935,2.611244868,2.777565323,2.638646666,2.555866207,2.586692504,2.816783109,2.724107444
4.477250015,4.214102924,4.186390709,4.616620594,4.57894055,4.421176657,4.596687141,4.277373994
3.501692837,3.154834211,3.14673316,3.32458722,3.422578798,3.239573302,3.438733669,3.387263604
6.76539174,5.475720467,5.587845317,6.4305883,6.535937033,6.841229525,6.786782973,6.391879846
4.191020604,3.845112569,3.785531427,4.194868835,4.262860782,4.310205504,4.330503631,3.905554918
2.615324606,2.529355777,2.727937959,2.637864639,2.509578693,2.366255261,2.635793829,2.679311559
4.031341746,3.705265137,3.648380553,3.989678261,4.033704965,3.906627356,4.072659804,3.807406371
2.751253583,2.552331709,2.741884072,2.750758824,2.679429547,2.92232802,2.81773592,2.7680445
2.551437376,4.211832844,4.217663171,2.755635839,2.820691611,2.414987396,2.505063432,2.624654511
2.785419086,4.519717871,4.553545424,3.046533343,3.157258169,2.866088275,2.578221398,2.771408459
2.941578926,3.59189891,3.531229027,2.878050886,2.950267322,2.937272908,2.930152533,2.895068038
3.264676925,3.478101481,3.431108783,3.190492159,3.225919275,3.36104146,3.285347875,3.292987497
3.668328945,3.429481617,3.411057053,3.667159145,3.625027943,3.917612699,3.690258361,3.725720393
3.952484922,3.366227352,3.355185438,3.733762763,3.702240485,4.02191982,3.699378465,3.878158859
4.828809075,5.265040283,5.369026556,4.79034391,4.812174111,4.671105966,4.883918056,4.82268692
3.476740857,4.013391821,3.966157985,3.570349412,3.63709427,3.447125389,3.538729463,3.365395583
2.382760678,2.835955893,2.92555789,2.544562258,2.382995449,2.43188864,2.380591546,2.500951968
2.377463498,3.263515325,3.261511879,2.546528742,2.476857246,2.327149574,2.458175626,2.436618774
3.483583106,3.946159806,3.891562165,3.483175131,3.539403519,3.374680105,3.34017231,3.452792709
3.442983582,3.492063025,3.444556934,3.398934016,3.459167304,3.502035469,3.482729825,3.41470608
2.431564745,2.519719307,2.726134523,2.484189907,2.333997197,2.360161225,2.379094683,2.535794033
3.907267938,3.664020155,3.605534802,3.840489558,3.9131905,3.727910242,3.827925637,3.740387243
5.587560436,5.073377596,5.161588058,5.738162854,5.632018251,5.492494304,5.598636087,5.747763772
4.899280268,4.293300811,4.312808148,4.925550294,4.864260222,4.781672339,4.893366609,4.478143528
4.576603294,4.272937618,4.261241652,4.647983679,4.651158676,4.53291588,4.619039636,4.501623071
3.571850848,3.882980172,3.831744296,3.828817771,3.924111082,3.682232035,3.678728225,3.337309068
3.568569823,3.860371478,3.803528678,3.663346422,3.753255536,3.498238851,3.520322997,3.444585072
3.624948252,3.352746483,3.316495426,3.514845535,3.587925901,3.532562538,3.543761833,3.508819021
2.664665707,3.667560192,3.614178921,2.676184843,2.683222348,2.853181389,2.767428826,2.662618036
2.925264079,4.36524696,4.357945972,2.910234854,2.959129353,3.062541169,2.758448677,2.921781092
2.507498488,3.437818794,3.38728933,2.732026118,2.794593749,2.52362975,2.764446574,2.620080913
2.724214123,2.873301599,2.940622538,2.722571681,2.639324717,2.802880932,2.701057615,2.741245988
3.727033639,3.877537427,3.840458051,3.849496783,3.81336207,3.955669201,3.697020124,3.735235718
3.350359985,3.571902541,3.515767106,3.514393825,3.524408247,3.765978222,3.511136466,3.450371549
3.155524547,3.379302771,3.340665951,3.138121545,3.148421705,3.256320546,3.289605092,3.195702409
2.824760215,2.948752015,2.992677257,2.846425115,2.783051841,2.943673099,2.893572234,2.842128596
4.167745024,5.379318653,5.485656786,4.373268354,4.385737201,3.396553879,4.10490384,3.892080329
2.43443576,3.827291875,3.796773632,2.562068425,2.628376376,2.21085542,2.268082863,2.360505719
3.552796163,4.85090882,4.915240375,3.679678787,3.767235914,3.361351084,3.527063722,3.548444281
2.419186216,3.367848158,3.349970022,2.625305908,2.616215836,2.218087737,2.496924181,2.456752421
2.989384757,3.327261666,3.298844363,2.869294179,3.008325515,2.806079655,2.783804956,2.717118631
4.995328655,4.987691659,5.081900799,5.121265917,5.026984728,4.652061689,4.920270545,5.217925921
2.739574002,2.638540625,2.790699054,2.800255905,2.73105965,2.630142597,2.835724519,2.667595126
5.364776517,4.864723825,4.932218974,5.398334287,5.329530248,5.232632473,5.385208201,5.262373776
4.957259615,4.586745348,4.6103364,5.031309118,5.074474521,4.943895327,5.012311443,5.107654713
2.306476614,2.590552014,2.767829561,2.528764048,2.294055448,2.434815832,2.426777845,2.508845869
3.761028479,3.59461436,3.536364985,3.681846438,3.786775879,3.677346153,3.755631118,3.644612481
3.419161051,3.848293388,3.788196165,3.578539168,3.676376948,3.630060473,3.542348081,3.449191604
2.393961424,3.820501771,3.764536629,2.688003536,2.678584897,2.408445465,2.352789956,2.509154414
2.728844747,4.340390886,4.329412549,2.909182363,2.980417898,2.733032628,2.654928112,2.698813551
2.495507385,3.036142178,3.058117886,2.61198134,2.615251774,2.378550062,2.400055222,2.484653643
3.941366718,4.487861971,4.520980241,3.914792768,4.034525084,3.701276471,3.852976041,3.995489658
3.692308812,4.22260364,4.200219353,3.738885856,3.835777244,3.794149646,3.936025222,3.679779845
3.332225935,3.566504475,3.514723957,3.202293397,3.250052891,3.421288871,3.392833898,3.369888338
3.818013679,4.116458312,4.078239465,3.79103758,3.899404482,3.843644807,4.058263099,3.910986162
3.283885701,3.927338045,3.905691946,3.370888085,3.424507803,3.383332356,3.154161401,3.287442295
2.545955148,2.624331367,2.782876102,2.568262868,2.502517866,2.764894783,2.744265551,2.496331129
2.29649314,2.805628364,2.896283813,2.478313882,2.422693506,2.364270979,2.125697726,2.32296137
2.323927781,3.752811617,3.717719717,2.579993745,2.608974801,2.108242153,2.354196535,2.371836503
3.614536275,4.104905872,4.062903701,3.733999761,3.811245914,3.590748426,3.547981321,3.569560168
4.133708569,4.400178427,4.403797364,4.190849234,4.18560812,3.982532019,3.939307362,4.207288748
2.358889807,2.343679938,2.632309708,2.603017069,2.396112397,2.391937724,2.242164888,2.595183914
5.670725162,5.471143823,5.581404042,6.014135714,5.957177361,5.785772972,5.664286351,5.710163764
2.978157667,2.743129402,2.858157796,2.971060281,2.983889995,2.949661782,3.087541965,2.936057206
4.127463066,4.026743745,3.982804464,4.1129961,4.197082636,4.146120332,4.222151113,3.970841149
3.690223454,4.197567509,4.199981874,3.750778977,3.897493507,3.750815831,3.724760412,3.718558129
3.072102688,2.82522383,2.910825391,2.953276393,2.939323071,2.956672814,3.161063939,3.024360083
4.782072922,4.948605172,5.023127849,5.048118199,5.060034703,4.890446545,4.656507694,4.824647767
3.595666693,5.844357847,5.922309849,3.521819778,3.582948951,3.340409729,3.693428049,3.480704852
2.650351054,3.634506141,3.581954263,2.928510292,2.955532126,2.523414032,2.566541193,2.615111047
3.239074523,4.206018696,4.175864011,3.296003182,3.358645373,3.263446892,3.492904399,3.214710799
3.484609519,3.957184092,3.901977584,3.486633296,3.592894046,3.636079292,3.610655953,3.475070331
4.315082586,4.533163589,4.549649098,4.299850828,4.331044979,4.377704267,4.452784924,4.342034721
5.44338444,4.958884254,5.050607254,5.345571521,5.259059728,5.468160196,5.610398235,5.360426694
5.508990002,5.535841817,5.641052757,5.613001761,5.574728052,5.587498744,5.605352109,5.438223454
3.952259313,4.320623285,4.338896363,3.913190294,3.969959983,4.006228252,4.074685463,4.005785987
4.236422003,5.10273099,5.202076956,4.603592038,4.546177837,4.03214162,4.256680948,3.953034469
2.4994471,3.407755949,3.395919101,2.577239268,2.514443425,2.515807874,2.430713487,2.483587572
2.538335624,2.39641288,2.659121508,2.503990865,2.396793094,2.57031253,2.342086372,2.52599738
3.796218274,3.613600133,3.561993629,3.813125196,3.858548904,3.720352963,3.649217485,3.877778658
3.554101065,3.763986879,3.727454598,3.534971967,3.63750071,3.495136089,3.646820753,3.525225144
3.417143087,3.160241031,3.157184078,3.327270285,3.379659861,3.327665326,3.379543483,3.219103273
5.333296704,4.494929123,4.522793198,5.158858427,5.162082708,5.222730404,5.163518037,5.492706992
5.815351372,5.030430267,5.120099509,5.93240702,5.843797573,6.102984527,5.864039603,5.892896373
5.475989739,4.767329137,4.817899281,5.679444537,5.545723928,5.456433919,5.519279982,5.517768878
5.726535226,5.344394902,5.453485246,5.804968079,5.83036077,5.537760241,5.783908444,5.708244782
5.108559766,4.989945924,5.073420505,5.261911777,5.274137997,5.186280554,5.355172942,5.143352101
4.900497769,4.588952825,4.613235185,4.802203214,4.856345142,4.849856904,4.86131129,4.816190139
3.094786133,3.732447414,3.702265652,3.215745766,3.227280049,3.066953211,2.970096724,3.057209952
3.610301355,4.288689484,4.304249186,3.490799681,3.528690198,3.443023309,3.35164188,3.569840866
2.74356236,2.996637476,3.026424713,2.906352208,2.885346544,2.772410499,2.65404204,2.802640649
3.174387417,3.369793776,3.329505155,3.10706602,3.09919805,3.153084074,3.235259851,3.197448718
5.000166779,4.325914366,4.321008591,4.875513991,4.812886556,4.880937376,5.039932479,5.075939745
3.739251885,3.667662981,3.60885737,3.697103651,3.732693197,3.7020604,3.876032388,3.683470262
5.152407097,4.763595564,4.816035897,5.028418341,4.981268025,5.314171104,5.445601959,5.175371789
3.810428075,3.523937275,3.485468766,3.462038433,3.573963153,3.803357886,3.96503751,3.890661522
4.134410271,4.16527244,4.131353335,4.059688624,4.125375234,3.955899003,4.046784835,4.23184044
3.511704086,3.546734002,3.48762145,3.451545821,3.578331572,3.559666275,3.488376151,3.338407788
4.083471685,3.930498252,3.8859861,4.285469106,4.301339597,4.279207866,4.001918436,4.121484484
4.845502308,4.630728693,4.664073114,4.78431053,4.829743506,4.801108924,4.678163819,4.921846382
3.805635278,3.465565689,3.420946314,3.759682867,3.86271617,3.834253896,3.842032918,3.63797826
2.976910104,2.586205103,2.764076323,2.818310018,2.800627757,3.053849079,2.973907786,3.129167138
3.308951589,2.758174035,2.87235681,3.159999811,3.236916023,3.424748159,3.323543443,3.10658125
6.21007142,4.651815377,4.686893592,5.85769481,5.761170707,6.12699402,6.177971138,6.117912194
4.521117948,3.83222501,3.770966542,4.819506439,4.676361737,4.717664014,4.851504098,4.63010854
4.641432834,4.223680291,4.216811613,4.533767448,4.553368475,4.660358574,4.741672809,4.799983403
3.630555122,3.987602814,3.986894675,3.785405321,3.864357008,3.597195941,3.745982455,3.659936385
5.84543257,5.295492178,5.40273249,5.69936153,5.722332176,5.71836262,5.838182915,5.7995791
2.997162494,3.520638349,3.464206639,3.096797853,3.102940555,2.981636298,2.932838794,3.050005419
3.009666798,3.242496827,3.219946871,3.034427937,3.020224451,2.655191496,2.728728647,2.901010401
3.402852004,3.174999516,3.183352352,3.300312023,3.398116313,3.489246829,3.315510068,3.354365273
5.290230142,4.114279024,4.110053173,4.949330818,4.995598706,5.081443299,5.087652059,5.266694211
3.253721509,3.305511409,3.281126863,3.250347194,3.208579112,3.200233429,3.436845164,3.247589394
5.33608886,4.480693314,4.488641278,5.180571641,5.092209114,5.314102205,5.376771078,5.271747383
2.834316346,2.83671937,2.920777193,3.013352022,2.921282004,2.717469566,2.865812281,2.937860933
3.892209578,3.236053288,3.227926132,3.431891145,3.548477398,3.897834798,3.775176872,3.866224116
3.282436225,3.175780778,3.166506474,3.317656823,3.341057217,3.144852097,3.421979243,3.342642544
5.402974558,5.396988137,5.505956767,5.625584316,5.586620299,5.062735548,5.109501467,5.451719239
4.819020183,4.670270688,4.713441596,4.859157639,4.910914933,4.778768737,4.792940657,4.864855223
2.797353717,2.586897563,2.76408116,2.879567108,2.762070199,2.80466508,2.897102792,3.047599691
3.980086356,3.502137307,3.449464233,3.855041856,3.988983781,4.040095863,4.12918871,3.435357926
5.158684945,4.177252366,4.144601639,5.308697055,5.11311179,5.162348193,5.32259546,5.240806722
7.277503558,5.17592162,5.279332655,6.893641713,7.203516678,7.193657966,7.527105966,6.856439023
5.92787576,4.132795347,4.115342152,5.765213511,5.621290059,5.950589772,6.001368285,6.07061168
5.354638839,4.077748296,4.046847228,5.23616194,5.147814752,5.497113855,5.458941066,5.394578052
6.189888492,5.002470471,5.088365941,6.036066259,6.008225168,6.147011574,6.438694842,6.067090659
5.02497084,4.181501676,4.148121207,5.130150147,5.106328929,4.945347921,5.209319165,5.156856071
3.504937628,3.409145627,3.376069643,3.6438718,3.670719488,3.473117464,3.489954082,3.464383026
3.584720272,3.627741274,3.582561353,3.477772307,3.602973202,3.546140917,3.493879353,3.625569053
3.520106479,3.253793237,3.252729166,3.366504681,3.45544185,3.310052744,3.332633115,3.517444311
2.916561462,2.913547084,2.969680044,2.860234694,2.811567628,2.800286796,2.836091953,2.996636316
3.818551962,3.348236639,3.307884432,3.521232739,3.621102246,3.796604022,3.885089629,3.544567603
6.512693936,5.230820668,5.333765264,6.376834554,6.524000662,6.553936214,6.5488949,6.291893991
5.542535388,4.575437463,4.597555784,5.508356218,5.405945174,5.694839275,5.538516607,5.733383925
4.905782932,4.422118751,4.423142879,5.029062314,4.944364214,5.079285276,4.972093785,4.838736982
3.877169882,3.77518279,3.720352227,3.989983907,4.005322681,3.825338671,4.073475072,3.677297481
6.239040989,5.576416968,5.680615706,6.088429619,6.039395866,6.134413888,6.111513382,6.232472245
